"Owners","LicenseNumber","BusinessName","Status","IssueDate","RenewDate","ExpireDate","HasTelemedicine","PhysicalCity","PhysicalCountry","PhysicalLine1","PhysicalLine2","PhysicalState","PhysicalZip","PhysicalZipPlus","MailingCity","MailingCountry","MailingLine1","MailingLine2","MailingState","MailingZip","MailingZipPlus"
"HARRI PLUMBING & HEATING INC",5820,"HARRI PLUMBING & HEATING INC","Active",,12/10/2025,12/31/2027,"No","Juneau","UNITED STATES","809 W 12th Street","9075863190","AK","99801",,"JUNEAU","UNITED STATES","809 WEST 12TH ST",,"AK","99801",
"HASCO, INC.",5882,"HASCO, INC","Active",,10/11/2024,12/31/2026,"No","Anchorage","UNITED STATES","136 East 6th Avenue",,"AK","99501",,"ANCHORAGE","UNITED STATES","136 EAST 6TH AVE.",,"AK","99501",
"HASKELL CORPORATION",5886,"HASKELL CORPORATION","Active",,10/8/2024,12/31/2026,"No","BELLINGHAM","UNITED STATES","1001 MEADOR AVE.",,"WA","98229",,"BELLINGHAM","UNITED STATES","P O BOX 917",,"WA","98227",
"HAYDEN ELECTRIC MOTORS, INC.",5922,"HAYDEN ELECTRIC MOTORS, INC","Active",,10/7/2025,12/31/2027,"No","Anchorage","UNITED STATES","4191 Old Seward Hwy","9075611073","AK","99503","6029","ANCHORAGE","UNITED STATES","4191 OLD SEWARD HIGHWAY",,"AK","99503","6029"
"RUSSELL C. HUBER POST 57 AMERICAN LEGION DEPARTMENT OF ALASKA",6044,"AMERICAN LEGION POST #57","Active",,5/12/2025,12/31/2026,"No","Fairbanks","UNITED STATES","1634 South Cushman","9074525757","AK","99701",,"FAIRBANKS","UNITED STATES","1634 CUSHMAN ST.",,"AK","99701",
"PATRICK WEAVER; JEANNE WEAVER;",6077,"PJ ALASKA","Active",12/29/1989,10/23/2025,12/31/2027,"No","FAIRBANKS","UNITED STATES","660 STEESE HWY NORTH",,"AK","99710",,"FAIRBANKS","UNITED STATES","PO BOX 10065",,"AK","99710","0065"
"HICKEL INVESTMENT COMPANY",6104,"HICKEL INVESTMENT COMPANY","Active",12/16/1996,10/7/2024,12/31/2026,"No","Anchorage","UNITED STATES","939 W 5th Ave","9073432400","AK","99501",,"ANCHORAGE","UNITED STATES","939 W 5TH AVE",,"AK","99501",
"PATRICK  MULLIGAN",6146,"MULLIGAN FARMS","Active",,10/9/2024,12/31/2026,"No","Palmer","UNITED STATES","400 N Witherspoon Road",,"AK","99645",,"PALMER","UNITED STATES","PO BOX 2029",,"AK","99645","2029"
"TONGASS POWER & LIGHT COMPANY",6295,"TONGASS POWER AND LIGHT COMPANY","Active",1/30/1990,10/29/2024,12/31/2026,"No","VANCOUVER","CANADA","333 DUNSMUIR ST 18TH FLOOR",,"BC","V6B5R3","","VANCOUVER","CANADA","333 DUNSMUIR ST 18TH FLOOR",,"BC","V6B5R3",""
"HOMER ELECTRIC ASSOCIATION INC",6351,"HOMER ELECTRIC ASSOCIATION INC","Active",,12/12/2024,12/31/2026,"No","Homer","UNITED STATES","3977 Lake Street","9073982808","AK","99603","7680","HOMER","UNITED STATES","3977 LAKE ST",,"AK","99603",
"HOONAH LIQUOR, INC.",6365,"HOONAH LIQUOR, INC.","Active",,10/1/2025,12/31/2027,"No","HOONAH","UNITED STATES","401 FRONT STREET",,"AK","99829",,"HOONAH","UNITED STATES","PO BOX 258",,"AK","99829","0258"
"RANDA SZYMANSKI",6481,"TRAVEL CONNECTION","Active",,10/4/2025,12/31/2027,"No","HAINES","UNITED STATES","360 Lutak Rd",,"AK","99827",,"HAINES","UNITED STATES","BOX 645",,"AK","99827",
"ANCHOR-AGE CENTER",6635,"ANCHOR-AGE CENTER","Active",1/7/1991,10/10/2024,12/31/2026,"No","Anchorage","UNITED STATES","1300 East 19th Ave",,"AK","99501","5713","ANCHORAGE","UNITED STATES","1300 EAST 19TH AVE.",,"AK","99501","5713"
"INTERIOR TELEPHONE COMPANY, INC.",6654,"INTERIOR TELEPHONE COMPANY, INC","Active",,12/22/2025,12/31/2026,"No","Anchorage","UNITED STATES","201 E 56th Avenue",,"AK","99518",,"Overland Park","UNITED STATES","13200 Metcalf, Suite 400",,"KS","66213",
"NENANA HEATING SERVICES, INC.",6665,"NENANA HEATING SERVICES, INC","Active",,10/8/2025,12/31/2027,"No","NENANA","UNITED STATES","MILE 300 PARKS HIGHWAY","Mile 300 Parks Highway","AK","99760","0009","NENANA","UNITED STATES","PO BOX 9",,"AK","99760","0009"
"INTERNATIONAL AVIATION SERVICE, INC",6666,"INTERNATIONAL AVIATION SERVICE, INC","Active",,10/8/2024,12/31/2026,"No","anchorage","UNITED STATES","4200 west 50th",,"AK","99502","1044","ANCHORAGE","UNITED STATES","4200 W 50TH",,"AK","99502",
"ERIK   NOET",6718,"FOSSIL IVORY SALES","Active",12/20/1990,10/25/2024,12/31/2026,"No","NOME","UNITED STATES","0.5 mi TAYLOR HWY JENS RD LOT 5",,"AK","99762",,"NOME","UNITED STATES","PO BOX 774",,"AK","99762","0744"
"GUESS & RUDD P.C.",6890,"GUESS & RUDD P.C.","Active",12/20/1990,12/29/2024,12/31/2026,"No","ANCHORAGE","UNITED STATES","1029 W 3rd Ave Ste 400",,"AK","99501",,"ANCHORAGE","UNITED STATES","1029 W 3RD AVE STE 400",,"AK","99501",
"CALEB POMEROY",6926,"POMEROY ENTERPRISES","Active",12/2/1997,10/21/2024,12/31/2026,"No","FAIRBANKS","UNITED STATES","165 GRUENING WAY",,"AK","99712",,"FAIRBANKS","UNITED STATES","PO BOX 10347",,"AK","99710","0347"
"JOHNSON CONTROLS INC",7049,"JOHNSON CONTROLS INC","Active",,11/4/2024,12/31/2026,"No","Anchorage","UNITED STATES","4000 W Dimond Blvd, Unit 240","9079524153","AK","99502",,"Boca Raton","UNITED STATES","PO BOX 3042",,"FL","33431",
"KELLY SERVICES, INC.",7311,"KELLY SERVICES, INC","Active",,10/31/2024,12/31/2026,"No","Troy","UNITED STATES","999 W. Big Beaver Road","2482444277","MI","48084","7137","DETROIT","UNITED STATES","PO BOX 331179",,"MI","48266",
"J  READER; J  PETERSON;",7431,"J AND J ENTERPRISES","Active",,11/5/2024,12/31/2026,"No","NOME","UNITED STATES","614 E FRONT STREET",,"AK","99762",,"NOME","UNITED STATES","PO BOX 1671",,"AK","99762",
"ALASKA TRAVEL ADVENTURES, INC.",7577,"ALASKA TRAVEL ADVENTURES","Active",,11/11/2025,12/31/2027,"No","JUNEAU","UNITED STATES","9085 GLACIER HWY, STE 301",,"AK","99801",,"JUNEAU","UNITED STATES","9085 GLACIER HWY STE 301",,"AK","99801",
"KODIAK ELECTRIC ASSOCIATION, INC.",7580,"KODIAK ELECTRIC ASSOCIATION, INC","Active",,11/18/2025,12/31/2027,"No","KODIAK","UNITED STATES","1614 MILL BAY ROAD",,"AK","99615",,"KODIAK","UNITED STATES","1614 Mill Bay Road",,"AK","99615",
"KOTZEBUE ELECTRIC ASSOCIATION, INC.",7644,"KOTZEBUE ELECTRIC ASSOCIATION INC","Active",,5/5/2026,12/31/2027,"No","KOTZEBUE","UNITED STATES","245 4TH AVE",,"AK","99752",,"KOTZEBUE","UNITED STATES","PO BOX 44",,"AK","99752","0044"
"YOUNG'S, INC.",7654,"YOUNG'S SERVICE","Active",1/3/1990,11/4/2025,12/31/2027,"No","TOK","UNITED STATES","MILE 1314 AK HWY",,"AK","99780",,"TOK","UNITED STATES","PO BOX 167",,"AK","99780",
"ABUSED WOMEN'S AID IN CRISIS, INCORPORATED",7840,"ABUSED WOMEN'S AID IN CRISIS, INCORPORATED","Active",,11/19/2025,12/31/2027,"No","Anchorage","UNITED STATES","100 W. 13th Ave",,"AK","99501",,"ANCHORAGE","UNITED STATES","100 W. 13TH AVE.",,"AK","99501",
"RICK   THOMPSON",7906,"B P MECHANICAL","Active",,10/19/2025,12/31/2027,"No","ANCHOR POINT","UNITED STATES","34180 PAIGE ST","9073996230","AK","99556",,"Homer","UNITED STATES","818 Smoky Bay Way","Suite 400","AK","99603",
"DAVID LEAVY",7957,"DALE SERVICES","Active",11/18/1991,11/21/2024,12/31/2026,"No","CLEAR","UNITED STATES","MILE 276.6 PARKS HWY",,"AK","99704",,"ANDERSON","UNITED STATES","PO BOX 3117",,"AK","99744","3117"
"CHARLES MIKNICH; ELIZABETH MIKNICH;",8203,"ALASKA ADVENTURES","Active",,12/11/2025,12/31/2026,"No","ANCHORAGE","UNITED STATES","3600 TAIGA DRIVE",,"AK","99516",,"ANCHORAGE","UNITED STATES","3600 TAIGA DRIVE",,"AK","99516",
"LA MEXICANA, INC.",8227,"LA MEX","Active",,1/17/2025,12/31/2026,"No","ANCHORAGE","UNITED STATES","6209 Mike street unit 1",,"AK","99518",,"ANCHORAGE","UNITED STATES","PO BOX 92475",,"AK","99509","2475"
"ALASKA BUSINESS SUPPLY, INC.",8270,"ALASKA BUSINESS SUPPLY, INC","Active",,12/18/2025,12/31/2026,"No","ANCHORAGE","UNITED STATES","1503 WEST 33RD AVE","9079034549","AK","99503",,"ANCHORAGE","UNITED STATES","1503 W 33RD #204",,"AK","99503",
"GELCO CORPORATION",8272,"GELCO CORPORATION","Active",,11/4/2024,12/31/2026,"No","Sparks","UNITED STATES","940 RIDGEBROOK RD",,"MD","21152",,"SPARKS","UNITED STATES","940 RIDGEBROOK RD",,"MD","21152",
"LYNDEN TRANSPORT INC",8347,"LYNDEN TRANSPORT INC","Active",,12/26/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","3027 RAMPART DRIVE",,"AK","99501",,"SEATTLE","UNITED STATES","PO BOX 3757",,"WA","98124","3757"
"LYNN CANAL CORPORATION",8350,"LYNN CANAL CORPORATION","Active",,1/2/2026,12/31/2027,"No","HAINES","UNITED STATES","219 MAIN STREET",,"AK","99827",,"HAINES","UNITED STATES","PO BOX 129",,"AK","99827","0129"
"40-MILE AIR, LTD.",8375,"40-MILE AIR, LTD.","Active",,10/8/2024,12/31/2026,"No","TOK","UNITED STATES","MILE 1313 ALASKA HIGHWAY",,"AK","99780","0539","TOK","UNITED STATES","PO BOX 539",,"AK","99780","0539"
"M W DRILLING INC",8384,"M W DRILLING INC","Active",1/5/1990,12/9/2024,12/31/2026,"No","ANCHORAGE","UNITED STATES","12200 AVION STREET",,"AK","99516",,"ANCHORAGE","UNITED STATES","PO BOX 110389",,"AK","99511",
"MADISON LUMBER & HARDWARE, INC.",8428,"MADISON LUMBER & HARDWARE, INC","Active",,12/5/2025,12/31/2027,"No","Ketchikan","UNITED STATES","2557 Tongass Avenue","9072259828","AK","99901","5841","KETCHIKAN","UNITED STATES","2557 TONGASS AVE",,"AK","99901","5841"
"NATIVE VILLAGE OF RUSSIAN MISSION",8456,"RUSSIAN MISSION NATIVE STORE","Active",,11/22/2024,12/31/2026,"No","RUSSIAN MISSION","UNITED STATES","1ST HOUSING ROAD",,"AK","99657",,"SEATTLE","UNITED STATES","4025 DELRIDGE WAY SW","STE 300","WA","98106","0000"
"MAJESTIC SALES CO, INC",8470,"MAJESTIC SALES CO, INC","Active",,12/22/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","600 W 58th #C","9073442616","AK","99518",,"ANCHORAGE","UNITED STATES","PO BOX 112167",,"AK","99511","2167"
"USIBELLI COAL MINE INC",8614,"USIBELLI COAL MINE INC","Active",12/8/1997,12/3/2025,12/31/2027,"No","HEALY","UNITED STATES","100 RIVER ROAD",,"AK","99743","1000","HEALY","UNITED STATES","PO BOX 1000",,"AK","99743","1000"
"FRANK   GRISWOLD",8660,"GLACIERVIEW GARAGE","Active",,10/2/2025,12/31/2026,"No","HOMER","UNITED STATES","519 KLONDIKE",,"AK","99603",,"HOMER","UNITED STATES","519 KLONDIKE",,"AK","99603",
"MATANUSKA ELECTRIC ASSOCIATION, INC.",8677,"MATANUSKA ELECTRIC ASSOCIATION, INC.","Active",,10/10/2024,12/31/2026,"No","PALMER","UNITED STATES","163 E INDUSTRIAL WAY",,"AK","99645",,"PALMER","UNITED STATES","PO BOX 2929",,"AK","99645",
"WOMEN IN SAFE HOMES",8770,"WOMEN IN SAFE HOMES","Active",12/15/1989,12/2/2024,12/31/2026,"No","KETCHIKAN","UNITED STATES","2002 First Ave.","9072284092","AK","99901","1552","KETCHIKAN","UNITED STATES","PO BOX 6552",,"AK","99901","1552"
"GLORIA KRON",8843,"KRON ASSOCIATES","Active",1/4/1990,1/2/2026,12/31/2026,"No","ANCHORAGE","UNITED STATES","1113 WEST FIREWEED LANE, SUITE #200",,"AK","99503",,"ANCHORAGE","UNITED STATES","1113 WEST FIREWEED LANE",,"AK","99503",
"PETROLEUM CENTER COMPANY, LLP",8900,"PETROLEUM CENTER COMPANY, LLP","Active",,10/9/2025,12/31/2027,"No","Anchorage","UNITED STATES","2525 Blueberry Rd","Suite 204","AK","99503","2007","ANCHORAGE","UNITED STATES","2525 BLUEBERRY ROAD, SUITE 204",,"AK","99503",
"MECCA, INC",9010,"MECCA, INC","Active",,8/28/2025,12/31/2026,"No","Kodiak","UNITED STATES","302 W Marine Way",,"AK","99615",,"KODIAK","UNITED STATES","402 W MARINE Way","STE 300","AK","99615",
"SEA-FLITE, INCORPORATED",9145,"SEA-FLITE, INCORPORATED","Active",1/5/1990,12/24/2025,12/31/2026,"No","Juneau","UNITED STATES","11435 Glacier Highway","3B","AK","99801","9355","JUNEAU","UNITED STATES","P.O. BOX 33006",,"AK","99803","3006"
"RUSSELL  MILLS",9244,"SUNSET RENTALS","Active",,10/15/2024,12/31/2026,"No","SITKA","UNITED STATES","PO BOX 317",,"AK","99835","0317","SITKA","UNITED STATES","PO BOX 317",,"AK","99835","0317"
"CRAIG LODGE #1206, LOYAL ORDER OF MOOSE, INC.",9418,"CRAIG MOOSE LODGE #1206","Active",,1/8/2025,12/31/2026,"No","Craig","UNITED STATES","601 Water St","PO Box 113","AK","99921","9216","CRAIG","UNITED STATES","601 Water St","PO Box 113","AK","99921","0113"
"KETCHIKAN LODGE NO. 224, LOYAL ORDER OF MOOSE",9419,"MOOSE LODGE #224","Active",,4/9/2025,12/31/2026,"No","KETCHIKAN","UNITED STATES","744 WATER  ST AVE.",,"AK","99901",,"KETCHIKAN","UNITED STATES","744 WATER ST",,"AK","99901",
"CORDOVA LODGE #1266, LOYAL ORDER OF MOOSE",9421,"CORDOVA LODGE 1266","Active",,10/16/2024,12/31/2026,"No","Cordova","UNITED STATES","514 second street",,"AK","99574",,"CORDOVA","UNITED STATES","PO BOX 609",,"AK","99574",
"BOSLOUGH CONSTRUCTION INC",9456,"BOSLOUGH CONSTRUCTION INC","Active",,10/28/2024,12/31/2026,"No","Anchorage","UNITED STATES","1733 w 13th ave","9074406120","AK","99501",,"ANCHORAGE","UNITED STATES","731 I STREET, SUITE 204",,"AK","99501",
"MT. MCKINLEY BANK",9526,"MT. MCKINLEY BANK","Active",,10/10/2024,12/31/2026,"No","FAIRBANKS","UNITED STATES","500 FOURTH AVENUE",,"AK","99701",,"FAIRBANKS","UNITED STATES","PO BOX 73880",,"AK","99707","3880"
"MOUNTAIN VIEW SPORTS CENTER INC.",9531,"MOUNTAIN VIEW SPORTS CENTER INC","Active",,10/5/2025,12/31/2026,"No","ANCHORAGE","UNITED STATES","11124 OLD SEWARD HIGHWAY, #600",,"AK","99515",,"ANCHORAGE","UNITED STATES","11124 OLD SEWARD HIGHWAY, #600",,"AK","99515",
"NANOOK, INC.",9652,"NANOOK, INC","Active",,10/27/2025,12/31/2026,"No","ANCHORAGE","UNITED STATES","3317 MT VIEW DR ",,"AK","99501",,"ANCHORAGE","UNITED STATES","3317 MT VIEW DR ",,"AK","99501",
"ALASKA STATE FAIR, INCORPORATED",10096,"ALASKA STATE FAIR INCORPORATED","Active",12/27/1990,12/31/2024,12/31/2026,"No","PALMER","UNITED STATES","2075 GLENN HIGHWAY",,"AK","99645",,"PALMER","UNITED STATES","2075 GLENN HIGHWAY",,"AK","99645",
"JOSEPH  O'DONNOGHUE",10098,"KODIAK PLUMBING AND HEATING","Active",,10/29/2025,12/31/2027,"No","KODIAK","UNITED STATES","1042 SARGENT CREEK ROAD","Po Box 353   1042 Sargent creek Rd.","AK","99615","0353","KODIAK","UNITED STATES","PO BOX 353",,"AK","99615","0353"
"MIKI COLLINS; JULIE COLLINS;",10160,"M H M HANDCRAFTS","Active",,10/20/2025,12/31/2027,"No","LK MINCHUMINA","UNITED STATES","PO BOX 69",,"AK","99757","0069","LK MINCHUMINA","UNITED STATES","PO BOX 69",,"AK","99757","0069"
"GDM, INC.",10238,"GDM, INC.","Active",1/25/1991,12/12/2025,12/31/2026,"No","ANCHORAGE","UNITED STATES","1893 Bob Atwood Way",,"AK","99517","1392","ANCHORAGE","UNITED STATES","1893 Bob Atwood Way",,"AK","99517","1392"
"HAYDEN   UNSDERFER",10312,"TONY'S WELDING","Active",,12/23/2024,12/31/2026,"No","GLENNALLEN","UNITED STATES","P. O. BOX 122",,"AK","99588",,"GLENNALLEN","UNITED STATES","P. O. BOX 122",,"AK","99588",
"KPMG LLP",10487,"KPMG LLP","Active",1/16/1998,10/31/2025,12/31/2026,"No","ANCHORAGE","UNITED STATES","701 WEST EIGHTH AVENUE","SUITE 600","AK","99501","3468","MONTVALE","UNITED STATES","3 CHESTNUT RIDGE ROAD",,"NJ","07645",
"ARCTIC COURIERS INCORPORATED",10499,"ARCTIC COURIERS INCORPORATED","Active",11/8/1996,10/11/2024,12/31/2026,"No","Fairbanks","UNITED STATES","5690 Supply Rd",,"AK","99709",,"FAIRBANKS","UNITED STATES","PO BOX 60135",,"AK","99706",
"GENERAL BUCKNER POST #16, THE AMERICAN LEGION, DEPARTMENT OF ALASKA, INCORPORATED",10540,"AMERICAN LEGION POST 16","Active",12/21/1990,10/15/2024,12/31/2026,"No","HOMER","UNITED STATES","41984 SLAVIN DR",,"AK","99603",,"HOMER","UNITED STATES","PO BOX 858",,"AK","99603",
"ALFRED  COOK",10660,"COOK RENTALS","Active",,10/21/2024,12/31/2026,"No","JUNEAU","UNITED STATES","9506 ANTLER WY",,"AK","99801",,"JUNEAU","UNITED STATES","PO BOX 32737",,"AK","99803",
"PYRAMID PRINTING CO INC",10717,"PYRAMID PRINTING CO INC","Active",11/23/1973,11/19/2024,12/31/2026,"No","Anchorage","UNITED STATES","7800 schoon street","9072234036","AK","99518","3040","ANCHORAGE","UNITED STATES","7800 SCHOON ST",,"AK","99518","3040"
"PIONEERS OF ALASKA SUBORDINATE IGLOO 16",10729,"PIONEERS OF ALASKA IGLOO #16","Active",,10/8/2025,12/31/2027,"No","Ketchikan","UNITED STATES","314 PIONEER ALLEY",,"AK","99901",,"Ketchikan","UNITED STATES","P.O Box 5476",,"AK","99901",
"PIONEERS OF ALASKA, IGLOO 15",10730,"PIONEERS OF ALASKA, IGLOO 15","Active",1/5/1990,10/15/2024,12/31/2026,"No","ANCHORAGE","UNITED STATES","3202 WESTMAR CIR",,"AK","99508",,"ANCHORAGE","UNITED STATES","P. O. BOX 101041",,"AK","99510",
"STEDMAN INSURANCE AGENCY INC",10831,"STEDMAN INSURANCE AGENCY INC","Active",,10/21/2025,12/31/2027,"No","SITKA","UNITED STATES","118 AMERICAN ST",,"AK","99835","7534","SITKA","UNITED STATES","118 AMERICAN ST",,"AK","99835","7534"
"TUNDRA WOMEN'S COALITION",10886,"TUNDRA WOMEN'S COALITION","Active",,12/9/2025,12/31/2027,"Yes","Bethel","UNITED STATES","248 6th Avenue",,"AK","99559","2029","BETHEL","UNITED STATES","PO BOX 2029",,"AK","99559","2029"
"POACHERS COVE HOMEOWNERS ASSOCIATION, INC",10918,"POACHERS COVE HOMEOWNERS ASSOCIATION","Active",12/22/1989,10/20/2025,12/31/2027,"No","SOLDOTNA","UNITED STATES","45552 SPRUCE AVENUE",,"AK","99669",,"SOLDOTNA","UNITED STATES","PO BOX 4328",,"AK","99669","4328"
"TIFFANY MADSEN",11047,"CHINOOK APARTMENTS","Active",,10/24/2024,12/31/2026,"No","JUNEAU","UNITED STATES","9340 Glacier Highway ","9077897206","AK","99801",,"JUNEAU","UNITED STATES","PO BOX 33679",,"AK","99803","3679"
"ARCTIC BROADCASTING ASSOCIATION",11081,"KICY RADIO STATION","Active",,11/14/2024,12/31/2026,"No","NOME","UNITED STATES","408 WEST D STREET",,"AK","99762",,"NOME","UNITED STATES","PO BOX 820",,"AK","99762","0820"
"HICKEL INVESTMENT COMPANY",11223,"CAPTAIN COOK HOTEL","Active",12/16/1996,10/9/2024,12/31/2026,"No","ANCHORAGE","UNITED STATES","939 WEST 5TH AVE",,"AK","99501",,"ANCHORAGE","UNITED STATES","939 WEST 5TH AVE",,"AK","99501",
"REFRIGERATION & FOOD EQUIPMENT, INC",11263,"REFRIGERATION & FOOD EQUIPMENT, INC","Active",,10/14/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","1901 W TUDOR RD",,"AK","99517","3114","ANCHORAGE","UNITED STATES","1901 W TUDOR RD",,"AK","99517","3114"
"KACHEMAK ELECTRIC CO., INC.",11285,"KACHEMAK ELECTRIC CO., INC","Active",,11/8/2024,12/31/2026,"No","Kenai","UNITED STATES","42877 Kenai Spur Hwy.",,"AK","99611",,"KENAI","UNITED STATES","PO BOX 373",,"AK","99611",
"RELLA MAE CORPORATION",11294,"SHELIKOF LODGE","Active",,12/19/2025,12/31/2026,"No","KODIAK","UNITED STATES","211 THORSHEIM AVE",,"AK","99615",,"KODIAK","UNITED STATES","PO BOX 774",,"AK","99615",
"DALLAS JOHNSON",11390,"JOHNSON AND JOHNSON SERVICES","Active",,10/11/2024,12/31/2026,"No","Anchorage","UNITED STATES","6700 Gunnison Drive",,"AK","99516",,"ANCHORAGE","UNITED STATES","6700 GUNNISON DRIVE",,"AK","99516",
"DANIEL   HAKKINEN",11397,"DAN'S ELECTRIC","Active",,10/4/2025,12/31/2027,"No","Soldotna","UNITED STATES","318 Diane Lane",,"AK","99669",,"KENAI","UNITED STATES","P O BOX 1398",,"AK","99611",
"DOCK STREET BUILDING CORPORATION",11411,"DOCK STREET BUILDING CORPORATION","Active",12/12/1990,10/7/2025,12/31/2027,"No","KETCHIKAN","UNITED STATES","2030 SEA LEVEL DRIVE, STE. 300",,"AK","99901",,"KETCHIKAN","UNITED STATES","2030 SEA LEVEL DRIVE, SUITE 300",,"AK","99901",
"LIBBY  RIDDLES",11417,"BLAZING KENNELS","Active",11/21/1996,2/19/2026,12/31/2026,"No","HOMER","UNITED STATES","35320 S. UPLAND STREET",,"AK","99603",,"Homer","UNITED STATES","PO BOX 1996",,"AK","99603",
"VALLEY BUSINESS MACHINES, INC.",11454,"VALLEY BUSINESS MACHINES, INC.","Active",12/19/1989,12/18/2024,12/31/2026,"No","WASILLA","UNITED STATES","5825 E MAYFLOWER COURT",,"AK","99654",,"WASILLA","UNITED STATES","5825 E MAYFLOWER COURT",,"AK","99654",
"ALTROL, INC.",11511,"ALTROL, INC","Active",12/30/1997,4/21/2025,12/31/2026,"No","FAIRBANKS","UNITED STATES","2295 VAN HORN RD STE A",,"AK","99701","7200","FAIRBANKS","UNITED STATES","2295 VAN HORN RD STE A",,"AK","99701","7200"
"RUMAC, INC.",11705,"RUMAC, INC","Active",,10/8/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","1838 BOOTLEGGER COVE DR",,"AK","99501",,"ANCHORAGE","UNITED STATES","1838 BOOTLEGGER COVE DR",,"AK","99501",
"RUSTS' FLYING SERVICE, INC.",11725,"RUSTS' FLYING SERVICE","Active",,1/2/2025,12/31/2026,"No","ANCHORAGE","UNITED STATES","4525 ENSTROM CIRCLE",,"AK","99502",,"ANCHORAGE","UNITED STATES","PO BOX 190867",,"AK","99519","0867"
"THE SALVATION ARMY",11806,"THE SALVATION ARMY","Active",11/27/2001,11/25/2024,12/31/2026,"No","Anchorage","UNITED STATES","143 E. 9th Avenue","9073393442","AK","99501",,"Anchorage","UNITED STATES","143 E. 9th Avenue",,"AK","99501","1459"
"SAMSON TUG AND BARGE COMPANY, INC.",11815,"SAMSON TUG AND BARGE COMPANY, INC","Active",,10/13/2025,12/31/2026,"No","Sitka","UNITED STATES","329 Harbor Dr Ste 212","9077478559","AK","99835",,"SITKA","UNITED STATES","PO BOX 559",,"AK","99835","0559"
"DAVIDSON & ASSOCIATES, INC.",11829,"DAVIDSON & ASSOCIATES INC","Active",,1/13/2025,12/31/2026,"No","Anchorage","UNITED STATES","3311 Wiley Post Loop","9072483210","AK","99517",,"ANCHORAGE","UNITED STATES","PO BOX 91220",,"AK","99509","1220"
"SAUER ELECTRIC INC",11884,"SAUER ELECTRIC INC","Active",1/12/1990,1/23/2026,12/31/2027,"No","FAIRBANKS","UNITED STATES","938 ASPEN ST",,"AK","99709",,"FAIRBANKS","UNITED STATES","PO BOX 83030",,"AK","99708",
"SPARTAN ROOFING, INC.",11964,"SPARTAN ROOFING, INC","Active",,11/1/2024,12/31/2026,"No","Wasilla","UNITED STATES","865 S Grantham road",,"AK","99645",,"WASILLA","UNITED STATES","550 W. GRAYBARK DR",,"AK","99654",
"SOUTHEAST STEVEDORING CORPORATION",12051,"SOUTHEAST STEVEDORING CORPORATION","Active",,12/29/2025,12/31/2027,"No","KETCHIKAN","UNITED STATES","1429 TONGASS AVE",,"AK","99901","3080","KETCHIKAN","UNITED STATES","PO BOX 8080",,"AK","99901","3080"
"SERVICE AUTO PARTS INC",12122,"SERVICE AUTO PARTS INC","Active",,10/21/2024,12/31/2026,"No","Ketchikan","UNITED STATES","4106 Tongass ave","9072255115","AK","99901",,"KETCHIKAN","UNITED STATES","4106 TONGASS AVE",,"AK","99901","5641"
"SERVICE TRANSFER, INC.",12125,"SERVICE TRANSFER, INC","Active",,11/15/2025,12/31/2027,"No","SITKA","UNITED STATES","321 LINCOLN STREET",,"AK","99835",,"SITKA","UNITED STATES","PO BOX 257",,"AK","99835","0257"
"BRISTOL BAY CONTRACTORS, INC.",12196,"BRISTOL BAY CONTRACTORS, INC","Active",,1/27/2025,12/31/2026,"No","KING SALMON","UNITED STATES","MILE 13 AK PEN HWY",,"AK","99613",,"KING SALMON","UNITED STATES","PO BOX 234",,"AK","99613","0234"
"BICYCLE SHOP, INC., THE",12310,"BICYCLE SHOP, INC., THE","Active",,10/9/2024,12/31/2026,"No","Anchorage","UNITED STATES","1035 W Northern Lights Blvd","9072720404","AK","99503","2219","ANCHORAGE","UNITED STATES","1035 W NORTHERN LIGHTS BLVD.",,"AK","99503","2499"
"JAMES P SHELDON COMPANY, INC.",12406,"JAMES P SHELDON COMPANY, INC","Active",,2/10/2025,12/31/2026,"No","ANCHORAGE","UNITED STATES","7900 Schoon Street",,"AK","99518",,"ANCHORAGE","UNITED STATES","7900 Schoon Street",,"AK","99518",
"SKAGWAY TERMINAL COMPANY",12429,"SKAGWAY TERMINAL CO","Active",,10/21/2024,12/31/2026,"No","SKAGWAY","UNITED STATES","231 SECOND AVE",,"AK","99840","0435","SKAGWAY","UNITED STATES","PO BOX 435",,"AK","99840","0435"
"DIMOND SKATELAND, INCORPORATED",12459,"DIMOND SKATELAND, INCORPORATED","Active",,12/19/2025,12/31/2026,"No","Anchorage","UNITED STATES","8100 Homer Drive",,"AK","99518",,"Anchorage","UNITED STATES","6401 Downey Finch Dr",,"AK","99516",
"ALASKA WEST AIR, INC.",12610,"ALASKA WEST AIR, INC","Active",,10/28/2025,12/31/2027,"No","Kenai","UNITED STATES","45495 Citabria Street",,"AK","99611",,"NIKISKI","UNITED STATES","PO BOX 8553",,"AK","99635",
"SONS OF NORWAY HALL",12658,"FEDRELANDET 23","Active",,11/20/2024,12/31/2026,"No","Petersburg","UNITED STATES","23 S Sing Lee Alley",,"AK","99833",,"PETERSBURG","UNITED STATES","PO BOX 629",,"AK","99833",
